968061039785205,黑土地东北菜（孙桥路店）,46,月售4160,http://p1.meituan.net/waimaipoi/53a45a08ad62d5572d2eac57289189a876749.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.7km,人均 ¥24,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满45减23;满85减29;满125减33', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额200元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇孙桥路98号1-2层,10:00-23:50
1059762886508684,湘当馋臭豆腐（张江店）,44,月售2840,http://p1.meituan.net/waimaipoi/988546862037242ba7b656afd58b3a3e83534.jpg,,31分钟,0,起送 ¥20,配送 ¥5,,1,,2.9km,人均 ¥19,,"[{'info': '满28减13;满49减18;满66减24;满85减28;满100减32', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.9折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '满45元赠送康师傅冰红茶', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",张江镇高斯路1268号,"00:00-02:30,10:30-23:59"
989325422823860,盱眙宋氏龙虾,47,月售3666,http://p1.meituan.net/waimaipoi/e339961fefad651f64b268939abd2a7f43008.jpg,,52分钟,0,起送 ¥80,配送 ¥6,,1,,10.9km,,,"[{'info': '满30减11;满60减17;满88减23;满168减52', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6.6折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领4元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区德平路1163号一层03室,"00:00-01:00,16:00-23:59"
932795063272259,大胡子烧烤.龙虾,42,月售2955,http://p0.meituan.net/business/a43cc96013100cf03083e8a4d93efeed86288.jpg,,33分钟,0,起送 ¥50,配送 ¥3,,1,,3.0km,人均 ¥28,,"[{'info': '满35减10;满70减20;满100减25;满150减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区高斯路1150号,"00:01-03:30,17:00-23:59"
1047049783329956,大胡子烧烤（齐爱路店）,38,月售1481,http://p0.meituan.net/waimaipoi/55c8cd5929e169067df5e8bccfe10a5820070.jpg,,39分钟,0,起送 ¥15,配送 ¥6,,1,,3.5km,人均 ¥33,,"[{'info': '满35减8;满70减15;满100减25;满150减42;满200减46', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇齐爱路485号1层,"00:00-04:25,16:00-23:59"
951967797295932,韩极客韩式炸鸡（建中路美食城店）,46,月售726,http://p0.meituan.net/waimaipoi/dc3de7f65843f780e1e5d7b99d0f0fd9235520.jpg,,33分钟,0,起送 ¥20,配送 ¥6,,1,,3.4km,人均 ¥22,,"[{'info': '满45减23;满71减39;满120减55;满300减96', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.42折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付35元返2元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满45元赠送热狗1根（换菠萝啤请备注', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",建中路242弄257号底层F6、F7室,"00:00-01:35,10:30-23:59"
895845459637152,MOOTEA末茶（张江店）,46,月售1301,http://p1.meituan.net/waimaipoi/72a86dd5b7fd0b2e849d411df6cf1a0928196.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥15,配送 ¥5,,1,,712m,人均 ¥15,,"[{'info': '满35减10;满68减18;满100减25', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品7.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领2元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}]",张江镇益江路135弄25号一层-1室,11:00-23:59
1086297194473769,山东手工水饺,45,月售9999+,http://p0.meituan.net/wmproduct/274ec8b288d365006eb1a6d76fb66b87260749.jpg,,30分钟,0,起送 ¥0,配送 ¥5,,1,,1.6km,人均 ¥16,,"[{'info': '满20减19;满50减30;满90减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.57折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额100元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇中科路2625号1层-1,"00:00-02:40,06:00-23:59"
895574876690596,港式煲仔饭（齐爱路店）,47,月售2198,http://p0.meituan.net/waimaipoi/967b9fe138655e6d8e6d4667b477e49b168725.jpg,,30分钟,1,起送 ¥15,夜间配送 ¥8,,1,,3.4km,人均 ¥16,,"[{'info': '满10减9;满25减16;满59减28;满100减46', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.45折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区唐镇齐爱路482号1层-2室,10:00-22:30
1110177212636364,华莱士（炸鸡汉堡唐镇店）,45,月售6741,http://p1.meituan.net/waimaipoi/49c1ca64e1b0a8e72b4681ace57bef9638313.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥15,配送 ¥5,,1,,2.9km,人均 ¥18,,"[{'info': '满36减19;满50减28;满80减40;满110减50', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.41折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额50元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",浦东新区唐镇南曹路510号,"00:00-02:00,09:00-23:50"
1076204021290727,蟹虾鱼府,42,月售1453,http://p1.meituan.net/wmproduct/87c32a5e0826004a6656000e92279aca198576.jpg,,31分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.7km,人均 ¥26,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满30减8;满60减18;满100减28', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品7.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区孙桥路112号1-2层,"00:00-01:50,10:10-23:55"
1112092768055921,百果园(上海建中路店),46,月售1566,http://p0.meituan.net/waimaipoi/f6c153e0877ea7d109b859045110158a50447.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,1,起送 ¥20,夜间配送 ¥10,,1,,3.1km,,,"[{'info': '满28减3;满37减4;满46减5;满64减7;满82减9', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.63折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领5元券;领8元券;领12元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付1元返9元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区建中路115号,08:00-23:30
891120995629999,东北菜馆（张江店）,45,月售769,http://p0.meituan.net/waimaipoi/23c7c4daedf55930f367248c86733b3436864.jpg,,30分钟,1,起送 ¥20,夜间配送 ¥7,,1,,646m,人均 ¥21,,"[{'info': '满40减20;满80减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",益江路135弄6号1层102室,07:00-23:59
881478794045757,倪氏盱眙龙虾（新川路店）,39,月售1396,http://p0.meituan.net/waimaipoi/8302337f0d479359a525cd24398437ab28510.jpg,,53分钟,0,起送 ¥100,配送 ¥30,,1,,6.8km,,,"[{'info': '满99减30;满230减40;满350减55;满560减70', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品6折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",川沙新川路989号,"00:00-05:15,10:50-23:59"
916615921483834,绝味鸭脖（唐镇店）,47,月售619,http://p1.meituan.net/waimaipoi/bb937d469c2cb7f44ca572797f295fbb35261.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥20,配送 ¥5,,1,,2.3km,人均 ¥54,,"[{'info': '折扣商品6.89折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海浦东新区唐安路727号,"00:00-01:00,10:00-23:59"
937274714185311,卤人甲卤炸鸡爪（高科东路店）,48,月售1255,http://p0.meituan.net/business/aabb25bc287e84d44a08586eb35f1b09252585.png,,30分钟,1,起送 ¥20,夜间配送 ¥8,,1,,2.6km,人均 ¥25,,"[{'info': '满32减2;满48减5;满65减9;满99减14', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '满168元赠送德国奥丁格啤酒500ml', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",高科东路500弄46号,10:35-23:05
920189334266144,吮指炸鸡,46,月售3126,http://p0.meituan.net/waimaipoi/347025c721ef2938b0f3f0c31d68c51c41270.jpg,,34分钟,0,起送 ¥15,配送 ¥5,,1,,3.0km,人均 ¥19,,"[{'info': '满30减30;满68减38;满118减51;满218减91', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付1元返2元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇张江路680号1层,"00:00-02:00,10:00-23:59"
1075830359181124,河间驴肉火烧,43,月售3721,http://p1.meituan.net/waimaipoi/1296c96a00fc50fdc8febde816b5e56d251904.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,734m,人均 ¥18,,"[{'info': '满25减8;满35减13;满42减16;满55减20;满105减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇益江路135弄15号1层D座,10:00-23:59
968340212617645,韩式炸鸡啤酒屋（万家美食城店）,46,月售1781,http://p0.meituan.net/waimaipoi/cd5720e5d7392a5ccae12eb27dd66963195124.jpg,,43分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.5km,人均 ¥21,,"[{'info': '满25减25;满65减38;满99减52;满156减60', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.83折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付10元返2元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",川沙新镇德川路369弄128、130号1层,"00:00-01:00,10:00-23:59"
937704210928614,叫个炸鸡（益江路店）,47,月售541,http://p1.meituan.net/business/05fe8352e21cde0e1ea80c86d97c55bb36231.jpg,,30分钟,1,起送 ¥15,夜间配送 ¥7,,1,,668m,人均 ¥24,,"[{'info': '满30减15;满60减20;满95减25;满130减33', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品1.79折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",益江路135弄,09:30-23:59
1082216975557976,段氏龙虾（孙桥店）,43,月售128,http://p0.meituan.net/waimaipoi/417a1a52adb4f3c96e9ec9f0fac752c234816.jpg,,51分钟,0,起送 ¥0,配送 ¥0,,1,,2.6km,,,"[{'info': '满128减10', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领10元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付4元返2元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",中国(上海)自由贸易试验区孙桥路38号2层、42号1-2层、46号2层,"00:00-03:30,16:00-23:56"
884047184474690,重庆小面（益江店）,44,月售1105,http://p1.meituan.net/business/aac0f6bbf6bca402e80e179e964d4c8a68022.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,682m,人均 ¥16,,"[{'info': '满25减17;满40减22;满60减30;满100减40', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付10元返2元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满50元赠送神秘饮料一份', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",益江路135弄36号,"08:30-14:30,16:30-23:59"
1090484787558911,炒FUN特色炒饭（紫薇路店）,45,月售8541,http://p1.meituan.net/waimaipoi/6b71e1a1eba6fb0bf548fdb4daa5bd5134050.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥15,配送 ¥5,,1,,3.0km,人均 ¥18,,"[{'info': '满20减16;满45减18;满65减23;满85减28;满105减33', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.83折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券;领5元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付15元返5元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}, {'info': '满58元赠送川渝泡菜', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇紫薇路175号,"00:00-01:20,09:40-23:59"
1049197266969272,唐城盱眙龙虾烧烤,43,月售269,http://p0.meituan.net/wmproduct/43a6f52d9e7d3a371cbe68003791946f92506.jpg,,30分钟,0,起送 ¥20,配送 ¥7,,1,,2.3km,,,"[{'info': '满48减12;满78减20;满98减28;满138减36', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.5折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",唐安路1027号,"00:00-02:00,16:30-23:59"
1042119160856872,汉霸汉堡,45,月售3487,http://p1.meituan.net/wmproduct/ae354c405543bbedf6de9038ee7fecef140035.jpg,http://p1.meituan.net/aichequan/a88918ba8699e15a5d16d5d7e09ad0022192.png,30分钟,0,起送 ¥0,配送 ¥5,,1,,2.9km,人均 ¥16,,"[{'info': '满36减25;满55减35;满75减45;满88减55', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.33折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区张江镇高斯路1270号一层,"00:00-04:00,09:00-23:59"
875706357974211,闵氏东北烧烤龙虾（顾唐路店）,47,月售219,http://p0.meituan.net/waimaipoi/0ffe21db8a77196c4fca8af894820eac276480.jpg,http://p0.meituan.net/aichequan/eb83cb963e67bc0ea4db4d7aef69d62f2578.png,37分钟,0,起送 ¥0,夜间配送 ¥7,,1,,4.3km,,,"[{'info': '满48减29;满60减34;满90减45', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区唐镇顾唐路2880号1层101,"00:00-04:00,16:00-23:59"
1026953631320752,香香鸡（齐爱路店）,47,月售2058,http://p1.meituan.net/waimaipoi/31aebcb1f90934aeebe9b39a64e79d0c34816.jpg,,32分钟,0,起送 ¥15,配送 ¥6,,1,,3.6km,人均 ¥11,,"[{'info': '满26减12;满38减25;满58减36;满88减46', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}]",唐镇齐爱路624号,10:30-23:56
956511872724740,奔跑吧球球炸鸡&韩料（益江广场店）,48,月售305,http://p0.meituan.net/waimaipoi/f02d47639e4f44a7e49fb577879fa02c123799.jpg,,30分钟,0,起送 ¥15,配送 ¥5,,1,,674m,人均 ¥29,,"[{'info': '满30减8;满58减18;满98减25;满128减30', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '领3元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '实际支付15元返3元商家代金券', 'iconUrl': 'http://p0.meituan.net/xianfu/652eea4034250563fe11b02e3219ba8d981.png', 'promotionType': 2, 'activityId': 0}]",中国（上海）自由贸易试验区益江路135弄20号一层-1室,10:30-23:30
1008124494726916,叫了个炸鸡（川沙总店）,47,月售6343,http://p0.meituan.net/waimaipoi/9b6a41cadc2ee48f3414f6e526aa0f0d40895.jpg,,38分钟,0,起送 ¥15,夜间配送 ¥7,,1,,4.5km,人均 ¥19,,"[{'info': '满30减15;满50减23;满85减33', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品4.95折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区川沙新镇德川路369弄139号1层,"00:00-02:00,10:00-23:59"
892924881895665,七记烧烤（张江店）,44,月售935,http://p1.meituan.net/business/fea13748b6b07bc4480665ff3131aa11136229.png,,39分钟,0,起送 ¥20,配送 ¥6,,1,,3.4km,人均 ¥26,"{'icon': 'http://p1.meituan.net/xianfu/a0b192ffdab672109d9f767dbd49653a919.png', 'recommendReason': '大众点评高分店铺', 'type': 3}","[{'info': '满49减30;满78减36;满98减44;满108减49;满168减54', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品5.26折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领5元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '本店支持开发票，开票金额0元起', 'iconUrl': 'http://p0.meituan.net/xianfu/476ba65ee80b6385bab292c085baed17940.png', 'promotionType': 2, 'activityId': 0}]",紫薇路11号,"00:00-02:20,16:30-23:59"
1057082826911078,江蘇人家（唐镇龙虾店）,44,月售86,http://p0.meituan.net/waimaipoi/1152428405b633d7c833f5e38467602c388189.jpg,,34分钟,0,起送 ¥15,配送 ¥5,,1,,2.3km,,,"[{'info': '满48减18;满88减26;满138减42', 'iconUrl': 'http://p0.meituan.net/xianfu/f8bc8dffdbc805878aa3801a33f563cd1001.png', 'promotionType': 2, 'activityId': 0}, {'info': '折扣商品3.33折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}]",上海市浦东新区唐镇唐安路695弄1-4号1层104室,"00:00-02:00,10:00-23:59"
1086018021614029,鹿角巷（星创科技店）,47,月售319,http://p0.meituan.net/waimaipoi/3db69990c57d115601f8609bc0cd6f2026711.jpg,,30分钟,0,起送 ¥20,配送 ¥5,,1,,2.1km,人均 ¥22,,"[{'info': '折扣商品8.8折起', 'iconUrl': 'http://p1.meituan.net/xianfu/9c997ecce6150671b8459738a26f8bd9767.png', 'promotionType': 2, 'activityId': 0}, {'info': '领4元券', 'iconUrl': 'http://p0.meituan.net/xianfu/c2c0f31d0ebf0f60af115d058169c492992.png', 'promotionType': 2, 'activityId': 0}, {'info': '满198元赠送雪域藏红花(大杯)', 'iconUrl': 'http://p1.meituan.net/xianfu/5ffe01c550a139db693d152cefd1b247869.png', 'promotionType': 2, 'activityId': 0}]",申江路5005号星创科技广场2号楼地下一层,09:00-23:55
